Geo,Year,Geo_ID,PUMS_Column,PUMS_Estimate,PUMS_MOE,ACS_Estimate,ACS_MOE,Difference
schooldist,2011,5,SCHGCollege or graduate school_E,13722.0,813.5674482597858,11474.0,943.0,2248.0
schooldist,2011,6,SCHGCollege or graduate school_E,26076.0,1539.0640979360155,21754.0,1299.0,4322.0
schooldist,2011,12,SCHGCollege or graduate school_E,9779.0,568.643192719091,8487.0,705.0,1292.0
schooldist,2011,13,SCHGGrades 1-8_E,14379.0,715.1431788689451,12424.0,846.0,1955.0
schooldist,2011,13,SCHGGrades 9-12_E,7564.0,447.33096078007384,6049.0,538.0,1515.0
schooldist,2011,3,"SCHL9th to 12th grade, no diploma_E",10371.0,885.3125053496195,8234.0,804.0,2137.0
schooldist,2011,16,"SCHL9th to 12th grade, no diploma_E",6727.0,432.3683995214296,8518.0,645.0,-1791.0
schooldist,2011,1,SCHLBachelor's degree_E,21147.0,1178.065228008615,24975.0,1308.0,-3828.0
schooldist,2011,13,SCHLBachelor's degree_E,28938.0,1166.8694640797455,32150.0,1239.0,-3212.0
schooldist,2011,16,SCHLBachelor's degree_E,8113.0,495.995588649249,6952.0,602.0,1161.0
schooldist,2011,22,SCHLBachelor's degree_E,44905.0,1580.6536713752198,48123.0,1608.0,-3218.0
schooldist,2011,24,SCHLBachelor's degree_E,47837.0,1807.763779250571,44084.0,1618.0,3753.0
schooldist,2011,26,SCHLBachelor's degree_E,31706.0,1188.5020846860248,34888.0,1363.0,-3182.0
schooldist,2011,30,SCHLBachelor's degree_E,54973.0,2058.029960881149,60602.0,1931.0,-5629.0
schooldist,2011,1,SCHLGraduate or professional degree_E,11761.0,914.2783445576584,14968.0,1012.0,-3207.0
schooldist,2011,3,SCHLGraduate or professional degree_E,71736.0,2297.813639210613,79690.0,2130.0,-7954.0
schooldist,2011,4,SCHLGraduate or professional degree_E,6884.0,655.3983517366512,4476.0,530.0,2408.0
schooldist,2011,6,SCHLGraduate or professional degree_E,23147.0,1140.5472548507958,19496.0,1109.0,3651.0
schooldist,2011,13,SCHLGraduate or professional degree_E,24446.0,921.630301736213,28823.0,1156.0,-4377.0
schooldist,2011,16,SCHLGraduate or professional degree_E,4485.0,371.95433612367407,3054.0,405.0,1431.0
schooldist,2011,17,SCHLGraduate or professional degree_E,14115.0,848.8932084987881,10842.0,713.0,3273.0
schooldist,2011,24,SCHLGraduate or professional degree_E,21196.0,1098.724711411277,18401.0,989.0,2795.0
schooldist,2011,26,SCHLGraduate or professional degree_E,20123.0,1036.500189309132,23627.0,1072.0,-3504.0
schooldist,2011,30,SCHLGraduate or professional degree_E,25411.0,1399.7894190570237,28803.0,1260.0,-3392.0
schooldist,2011,1,SCHLHigh school graduate_E,17701.0,1213.4591043666726,14830.0,1020.0,2871.0
schooldist,2011,3,SCHLHigh school graduate_E,21810.0,1287.241149157023,18516.0,1226.0,3294.0
schooldist,2011,16,SCHLHigh school graduate_E,15000.0,647.8391379705088,16683.0,922.0,-1683.0
schooldist,2011,1,SCHLLess than 9th grade_E,16870.0,1148.499180828407,12325.0,794.0,4545.0
schooldist,2011,2,SCHLLess than 9th grade_E,19688.0,1249.0689986383722,24763.0,1485.0,-5075.0
schooldist,2011,3,SCHLLess than 9th grade_E,10602.0,949.6459166849824,7519.0,784.0,3083.0
schooldist,2011,13,SCHLLess than 9th grade_E,7964.0,568.5688998414502,6500.0,584.0,1464.0
schooldist,2011,20,SCHLLess than 9th grade_E,37146.0,1589.0472332147465,40813.0,1705.0,-3667.0
schooldist,2011,28,SCHLLess than 9th grade_E,15497.0,800.5447939460629,17792.0,1108.0,-2295.0
schooldist,2011,30,SCHLLess than 9th grade_E,38814.0,2059.023793599561,32985.0,1636.0,5829.0
schooldist,2011,13,SSIP_hh1_E,6896.0,648.6174211475629,4588.0,789.0,2308.0
schooldist,2011,1,SSP_hh1_E,15920.0,825.6719794323257,13981.0,678.0,1939.0
schooldist,2011,1,TEN1_E,3482.0,415.1804987879084,4534.0,510.0,-1052.0
schooldist,2011,8,TEN1_E,11604.0,711.0550725148707,13931.0,744.0,-2327.0
schooldist,2011,11,TEN1_E,34167.0,1535.0150125160303,30851.0,1242.0,3316.0
schooldist,2011,12,TEN1_E,5861.0,506.20272044468186,4535.0,715.0,1326.0
schooldist,2011,17,TEN1_E,13373.0,740.4226378919197,10909.0,648.0,2464.0
schooldist,2011,22,TEN1_E,36555.0,963.5212846150772,39249.0,1025.0,-2694.0
schooldist,2011,28,TEN1_E,34632.0,1055.8038258963782,30593.0,993.0,4039.0
schooldist,2011,29,TEN1_E,38193.0,954.0483200164704,42504.0,981.0,-4311.0
schooldist,2011,1,TEN3_E,52983.0,939.4572597381548,51053.0,665.0,1930.0
schooldist,2011,9,TEN3_E,84409.0,951.6723595532156,86086.0,623.0,-1677.0
schooldist,2011,12,TEN3_E,51645.0,770.6354015682423,54213.0,872.0,-2568.0
schooldist,2011,17,TEN3_E,73982.0,1117.6068423776264,77881.0,802.0,-3899.0
schooldist,2011,18,TEN3_E,27991.0,672.402695068126,29405.0,705.0,-1414.0
schooldist,2011,22,TEN3_E,72981.0,1185.7512238398915,67778.0,1025.0,5203.0
schooldist,2011,26,TEN3_E,21905.0,877.207629130692,19675.0,713.0,2230.0
schooldist,2011,28,TEN3_E,60080.0,1177.6865773962784,66458.0,1064.0,-6378.0
schooldist,2011,29,TEN3_E,31270.0,846.7531117783536,27711.0,843.0,3559.0
schooldist,2011,8,VEH0_E,43015.0,819.5510869687731,39508.0,934.0,3507.0
schooldist,2011,11,VEH0_E,69577.0,1852.079722276438,74295.0,1816.0,-4718.0
schooldist,2011,17,VEH0_E,62242.0,1198.9342052139557,64847.0,1053.0,-2605.0
schooldist,2011,22,VEH0_E,56940.0,1139.4161877392676,53155.0,1091.0,3785.0
schooldist,2011,26,VEH0_E,9869.0,554.5651755638133,8160.0,587.0,1709.0
schooldist,2011,28,VEH0_E,43474.0,1129.0884465917509,48688.0,1194.0,-5214.0
schooldist,2011,8,VEH2_E,8083.0,625.0816925983132,9969.0,673.0,-1886.0
schooldist,2011,22,VEH2_E,18151.0,849.1774860120724,21232.0,815.0,-3081.0
schooldist,2011,28,VEH2_E,18102.0,775.9374550456441,15457.0,792.0,2645.0
schooldist,2011,1,WAOBASIA_E,30057.0,1369.131363393893,17767.0,1131.0,12290.0
schooldist,2011,2,WAOBASIA_E,73148.0,2612.75036276094,85100.0,2772.0,-11952.0
schooldist,2011,3,WAOBASIA_E,14286.0,1080.6560995036928,18458.0,1396.0,-4172.0
schooldist,2011,5,WAOBASIA_E,4785.0,484.7773694346522,3292.0,623.0,1493.0
schooldist,2011,6,WAOBASIA_E,7556.0,796.3973158263032,5821.0,844.0,1735.0
schooldist,2011,12,WAOBASIA_E,3213.0,333.33229701820085,1967.0,683.0,1246.0
schooldist,2011,15,WAOBASIA_E,33060.0,1269.131699487665,27112.0,1432.0,5948.0
schooldist,2011,20,WAOBASIA_E,79430.0,2290.79455557723,85044.0,2829.0,-5614.0
schooldist,2011,26,WAOBASIA_E,42900.0,1790.1380606070952,51460.0,1917.0,-8560.0
schooldist,2011,29,WAOBASIA_E,27071.0,1309.3486886521969,20553.0,1548.0,6518.0
schooldist,2011,1,WAOBEUROPE_E,5227.0,680.5003742828468,7251.0,842.0,-2024.0
schooldist,2011,17,WAOBEUROPE_E,3985.0,389.020464326264,2611.0,447.0,1374.0
schooldist,2011,18,WAOBEUROPE_E,3613.0,400.1255896424132,1580.0,392.0,2033.0
schooldist,2011,29,WAOBEUROPE_E,4034.0,485.682424521231,2823.0,683.0,1211.0
schooldist,2011,3,WAOBLATIN AMERICA_E,25908.0,1485.797347856838,19014.0,1283.0,6894.0
schooldist,2011,12,WAOBLATIN AMERICA_E,31460.0,1457.735970833775,36854.0,2103.0,-5394.0
schooldist,2011,13,WAOBLATIN AMERICA_E,19826.0,1034.523709731682,17534.0,1139.0,2292.0
schooldist,2011,17,WAOBLATIN AMERICA_E,82437.0,2486.4482371919125,90411.0,2775.0,-7974.0
schooldist,2011,18,WAOBLATIN AMERICA_E,65250.0,1511.9550430177987,73026.0,2136.0,-7776.0
schooldist,2011,21,WAOBLATIN AMERICA_E,21029.0,1309.6078389356037,16166.0,1459.0,4863.0
schooldist,2011,22,WAOBLATIN AMERICA_E,81617.0,2046.002235721312,71325.0,2356.0,10292.0
schooldist,2011,23,WAOBLATIN AMERICA_E,22289.0,1198.5271662211137,19721.0,1216.0,2568.0
schooldist,2011,24,WAOBLATIN AMERICA_E,114079.0,3190.9084508245323,123166.0,3831.0,-9087.0
schooldist,2011,25,WAOBLATIN AMERICA_E,31747.0,1762.4102708165935,28064.0,1694.0,3683.0
schooldist,2011,26,WAOBLATIN AMERICA_E,22877.0,1084.9733221762351,11468.0,1149.0,11409.0
schooldist,2011,28,WAOBLATIN AMERICA_E,60340.0,1940.681197041664,65032.0,2453.0,-4692.0
schooldist,2011,29,WAOBLATIN AMERICA_E,78600.0,2455.1784737138173,93147.0,2706.0,-14547.0
schooldist,2011,30,WAOBLATIN AMERICA_E,102316.0,3039.3752906625555,91710.0,3244.0,10606.0
policeprct,2023,9,AGEP10-14 years_E,2854.0,453.0990742347653,1687.0,494.0,1167.0
policeprct,2023,18,AGEP10-14 years_E,1479.0,269.3430646668183,801.0,272.0,678.0
policeprct,2023,90,AGEP10-14 years_E,7914.0,948.8505737365426,10012.0,1016.0,-2098.0
policeprct,2023,94,AGEP10-14 years_E,4333.0,519.5305537610029,1945.0,397.0,2388.0
policeprct,2023,5,AGEP15-19 years_E,2635.0,267.63465516225773,1820.0,415.0,815.0
policeprct,2023,6,AGEP15-19 years_E,3362.0,484.0594949776973,4380.0,375.0,-1018.0
policeprct,2023,13,AGEP15-19 years_E,3091.0,396.7961667467567,4733.0,582.0,-1642.0
policeprct,2023,17,AGEP15-19 years_E,2775.0,384.070617874461,1455.0,304.0,1320.0
policeprct,2023,18,AGEP15-19 years_E,2030.0,340.11976206134995,966.0,279.0,1064.0
policeprct,2023,26,AGEP15-19 years_E,3640.0,335.01884426171597,5796.0,479.0,-2156.0
policeprct,2023,30,AGEP15-19 years_E,4424.0,407.1423294088117,2312.0,467.0,2112.0
policeprct,2023,78,AGEP15-19 years_E,2742.0,295.3570643522827,2073.0,291.0,669.0
policeprct,2023,90,AGEP15-19 years_E,6463.0,647.7148127456775,8888.0,950.0,-2425.0
policeprct,2023,94,AGEP15-19 years_E,3539.0,354.6476596623745,1436.0,347.0,2103.0
policeprct,2023,9,AGEP20-24 years_E,6410.0,543.749565495487,8374.0,980.0,-1964.0
policeprct,2023,14,AGEP20-24 years_E,1919.0,153.7619008826564,2840.0,527.0,-921.0
policeprct,2023,26,AGEP20-24 years_E,5086.0,504.0961187147616,8439.0,673.0,-3353.0
policeprct,2023,30,AGEP20-24 years_E,6181.0,612.6188766239572,3024.0,576.0,3157.0
policeprct,2023,33,AGEP20-24 years_E,4877.0,364.2005468896101,6180.0,889.0,-1303.0
policeprct,2023,7,AGEP25-34 years_E,12893.0,1085.261127611128,9903.0,834.0,2990.0
policeprct,2023,9,AGEP25-34 years_E,16676.0,1312.1295343443558,21176.0,2141.0,-4500.0
policeprct,2023,63,AGEP25-34 years_E,14168.0,767.8062242942347,12365.0,892.0,1803.0
policeprct,2023,69,AGEP25-34 years_E,11353.0,621.6428321900032,13188.0,997.0,-1835.0
policeprct,2023,76,AGEP25-34 years_E,9020.0,507.09210296731055,7623.0,773.0,1397.0
policeprct,2023,90,AGEP25-34 years_E,34822.0,1332.1240052765447,28762.0,1543.0,6060.0
policeprct,2023,94,AGEP25-34 years_E,19067.0,729.3868405583224,25374.0,1156.0,-6307.0
policeprct,2023,26,AGEP35 to 44 years_E,7180.0,540.0863060258165,5440.0,818.0,1740.0
policeprct,2023,90,AGEP35 to 44 years_E,21764.0,1056.2110336471424,17471.0,1108.0,4293.0
policeprct,2023,94,AGEP35 to 44 years_E,11917.0,578.3143504232547,15946.0,1040.0,-4029.0
policeprct,2023,6,AGEP5-9 years_E,2069.0,368.9884755481633,1358.0,278.0,711.0
policeprct,2023,94,AGEP5-9 years_E,4261.0,472.4721552045758,2248.0,390.0,2013.0
policeprct,2023,26,AGEP60 to 64 years_E,2992.0,473.2507592054735,2067.0,374.0,925.0
policeprct,2023,1,AGEP65 to 74 years_E,6701.0,593.0475659802194,5011.0,619.0,1690.0
policeprct,2023,6,AGEP65 to 74 years_E,5108.0,452.07070042982224,6615.0,769.0,-1507.0
policeprct,2023,9,AGEP65 to 74 years_E,8428.0,505.1245032233408,6711.0,706.0,1717.0
policeprct,2023,79,AGEP65 to 74 years_E,6352.0,574.2966832650214,5107.0,571.0,1245.0
policeprct,2023,81,AGEP65 to 74 years_E,4154.0,369.87972996593135,5148.0,571.0,-994.0
policeprct,2023,94,AGEP65 to 74 years_E,3900.0,309.62833059847685,2933.0,347.0,967.0
policeprct,2023,121,AGEP65 to 74 years_E,12636.0,478.3870771797432,11348.0,719.0,1288.0
policeprct,2023,14,AGEP75 to 84 years_E,1601.0,145.1345012998798,743.0,189.0,858.0
policeprct,2023,5,AGEP85 years and over_E,1197.0,177.45976663223382,2110.0,499.0,-913.0
policeprct,2023,5,AGEPUnder 5 years_E,1536.0,158.72800533361996,880.0,297.0,656.0
policeprct,2023,6,AGEPUnder 5 years_E,2392.0,295.1057551579162,1611.0,466.0,781.0
policeprct,2023,14,AGEPUnder 5 years_E,857.0,109.62252327546464,530.0,183.0,327.0
policeprct,2023,94,AGEPUnder 5 years_E,6211.0,517.2210908506756,4297.0,614.0,1914.0
policeprct,2023,1,AGE_CAT65 and Over_E,11790.0,773.0614389232769,9043.0,1281.0,2747.0
policeprct,2023,5,AGE_CAT65 and Over_E,8824.0,335.06837248336313,10660.0,1226.0,-1836.0
policeprct,2023,6,AGE_CAT65 and Over_E,8987.0,589.2924045505458,11238.0,821.0,-2251.0
policeprct,2023,7,AGE_CAT65 and Over_E,11769.0,540.7647415479884,13530.0,1041.0,-1761.0
policeprct,2023,9,AGE_CAT65 and Over_E,14842.0,654.4769376463563,11748.0,942.0,3094.0
policeprct,2023,13,AGE_CAT65 and Over_E,18830.0,1105.6816184857462,16172.0,1494.0,2658.0
policeprct,2023,14,AGE_CAT65 and Over_E,5092.0,258.40757001528107,3963.0,496.0,1129.0
policeprct,2023,79,AGE_CAT65 and Over_E,10813.0,711.1479617282373,9062.0,709.0,1751.0
policeprct,2023,81,AGE_CAT65 and Over_E,7052.0,457.9151001018829,8642.0,757.0,-1590.0
policeprct,2023,94,AGE_CAT65 and Over_E,6572.0,434.7189770451777,5359.0,477.0,1213.0
policeprct,2023,1,AGE_CATUnder 18_E,9754.0,752.5351604732298,12426.0,1187.0,-2672.0
policeprct,2023,6,AGE_CATUnder 18_E,7435.0,573.6455498825009,5043.0,692.0,2392.0
policeprct,2023,9,AGE_CATUnder 18_E,8590.0,768.3586121683861,6276.0,729.0,2314.0
policeprct,2023,14,AGE_CATUnder 18_E,2551.0,178.62523086095928,1842.0,374.0,709.0
policeprct,2023,18,AGE_CATUnder 18_E,6052.0,468.1973577581238,4491.0,824.0,1561.0
policeprct,2023,33,AGE_CATUnder 18_E,12049.0,796.7195941491062,10144.0,975.0,1905.0
policeprct,2023,81,AGE_CATUnder 18_E,15557.0,863.630535759398,13385.0,1156.0,2172.0
policeprct,2023,90,AGE_CATUnder 18_E,31261.0,1984.5860206789428,38679.0,2387.0,-7418.0
policeprct,2023,94,AGE_CATUnder 18_E,17117.0,1086.63376810684,9449.0,888.0,7668.0
policeprct,2023,90,AGE_U1818 and Over_E,100378.0,2240.2628320395675,93180.0,3799.0,7198.0
policeprct,2023,94,AGE_U1818 and Over_E,54961.0,1226.6262169356846,62773.0,2196.0,-7812.0
policeprct,2023,9,BBAND1_E,36170.0,937.234728570146,39264.0,1626.0,-3094.0
policeprct,2023,90,BBAND1_E,46644.0,1027.9621046911443,42209.0,1198.0,4435.0
policeprct,2023,94,BBAND1_E,38392.0,846.0881566146694,41674.0,1457.0,-3282.0
policeprct,2023,5,CIT1_E,33293.0,1072.9553495370249,26203.0,1883.0,7090.0
policeprct,2023,13,CIT1_E,71966.0,2386.832072027451,76600.0,2156.0,-4634.0
policeprct,2023,14,CIT1_E,19909.0,571.0539459436914,17659.0,791.0,2250.0
policeprct,2023,63,CIT1_E,64361.0,2020.0919775095097,68545.0,1738.0,-4184.0
policeprct,2023,69,CIT1_E,51811.0,1635.630262813966,46891.0,1714.0,4920.0
policeprct,2023,100,CIT1_E,34907.0,1514.6595546809915,38643.0,1336.0,-3736.0
policeprct,2023,103,CIT1_E,63632.0,2023.1589476079223,55360.0,2154.0,8272.0
policeprct,2023,113,CIT1_E,70774.0,2265.767909930586,78319.0,2111.0,-7545.0
policeprct,2023,5,CIT2_E,2011.0,214.0824970411996,918.0,173.0,1093.0
policeprct,2023,94,CIT2_E,3683.0,421.9225444913864,2285.0,404.0,1398.0
policeprct,2023,5,CIT4_E,8326.0,420.5392952860883,14272.0,1755.0,-5946.0
policeprct,2023,6,CIT4_E,7953.0,809.8647313749525,5728.0,827.0,2225.0
policeprct,2023,9,CIT4_E,14270.0,799.7805847317721,9617.0,1026.0,4653.0
policeprct,2023,26,CIT4_E,7978.0,640.2907661429155,4810.0,740.0,3168.0
policeprct,2023,30,CIT4_E,9695.0,778.1337631943153,12748.0,1168.0,-3053.0
policeprct,2023,63,CIT4_E,34051.0,1118.451995318005,31081.0,1534.0,2970.0
policeprct,2023,69,CIT4_E,27335.0,905.540854855088,30797.0,1593.0,-3462.0
policeprct,2023,100,CIT4_E,9603.0,831.7311082756478,7557.0,713.0,2046.0
policeprct,2023,5,CIT5_E,5905.0,483.60121387279105,8033.0,1378.0,-2128.0
policeprct,2023,14,CIT5_E,3426.0,258.75027975989104,5232.0,591.0,-1806.0
policeprct,2023,90,CIT5_E,13454.0,1253.4167530376642,10697.0,1307.0,2757.0
policeprct,2023,94,CIT5_E,7367.0,686.2917279320574,9709.0,935.0,-2342.0
policeprct,2023,100,CIT5_E,5030.0,684.3450416206827,3514.0,665.0,1516.0
policeprct,2023,103,CIT5_E,18735.0,1253.0849550372875,24410.0,1781.0,-5675.0
policeprct,2023,113,CIT5_E,20815.0,1403.3423547655514,14583.0,1200.0,6232.0
policeprct,2023,90,COMPUTER1_E,47439.0,1005.8072422891822,45085.0,1166.0,2354.0
policeprct,2023,94,COMPUTER1_E,39046.0,827.8530810178313,42342.0,1453.0,-3296.0
policeprct,2023,121,COMPUTER1_E,38395.0,788.3792864593545,40522.0,1216.0,-2127.0
policeprct,2023,5,DECADE5_E,6424.0,387.13655234116806,10166.0,1551.0,-3742.0
policeprct,2023,6,DECADE5_E,4655.0,697.0459136648157,3341.0,534.0,1314.0
policeprct,2023,9,DECADE5_E,11754.0,751.4129308595885,8436.0,958.0,3318.0
policeprct,2023,25,DECADE5_E,5411.0,469.6358429677916,4266.0,558.0,1145.0
policeprct,2023,26,DECADE5_E,5136.0,591.854805167743,3099.0,543.0,2037.0
policeprct,2023,30,DECADE5_E,6241.0,719.2704176949187,7962.0,970.0,-1721.0
policeprct,2023,63,DECADE5_E,22675.0,960.1733735787866,20178.0,1391.0,2497.0
policeprct,2023,69,DECADE5_E,18265.0,777.4452374693319,20371.0,1217.0,-2106.0
policeprct,2023,94,DECADE5_E,6572.0,464.1304424945386,4691.0,553.0,1881.0
policeprct,2023,5,DECADE6_E,2956.0,325.69948625259724,5111.0,880.0,-2155.0
policeprct,2023,26,DECADE6_E,3241.0,441.5027513416791,1868.0,420.0,1373.0
policeprct,2023,30,DECADE6_E,3939.0,536.5502917239688,5389.0,771.0,-1450.0
policeprct,2023,90,DECADE6_E,6595.0,739.9462533288677,5162.0,680.0,1433.0
policeprct,2023,94,DECADE6_E,3611.0,405.1477623409912,4752.0,601.0,-1141.0
policeprct,2023,14,DECADE7_E,1454.0,163.29596732042225,2001.0,374.0,-547.0
policeprct,2023,69,DECADE7_E,6268.0,529.6870773181166,7698.0,858.0,-1430.0
policeprct,2023,100,DECADE7_E,2998.0,376.9406402583405,2033.0,346.0,965.0
policeprct,2023,14,DECADE8_E,2845.0,250.36438596374467,4565.0,595.0,-1720.0
policeprct,2023,42,DECADE8_E,10741.0,1385.73829376848,7492.0,1056.0,3249.0
policeprct,2023,94,DECADE8_E,5706.0,673.9952601841203,7377.0,766.0,-1671.0
policeprct,2023,103,DECADE8_E,15677.0,1278.375894908137,20863.0,1732.0,-5186.0
policeprct,2023,113,DECADE8_E,17432.0,1431.710764364799,12933.0,1134.0,4499.0
policeprct,2023,33,DIS1_E,12480.0,904.1607691089132,14951.0,1501.0,-2471.0
policeprct,2023,34,DIS1_E,18876.0,1367.6064964423097,14984.0,1368.0,3892.0
policeprct,2023,94,DIS1_E,6139.0,478.5780912571457,4428.0,541.0,1711.0
policeprct,2023,14,"DIS_AGEWith a disability, 18-64 years_E",1146.0,151.1928027299212,1663.0,360.0,-517.0
policeprct,2023,76,"DIS_AGEWith a disability, 18-64 years_E",1479.0,210.67482504042067,2102.0,399.0,-623.0
policeprct,2023,18,"DIS_AGEWith a disability, 65 years and over_E",3320.0,522.6772734631403,5070.0,1207.0,-1750.0
policeprct,2023,33,"DIS_AGEWith a disability, 65 years and over_E",5379.0,557.164478941466,6886.0,918.0,-1507.0
policeprct,2023,34,"DIS_AGEWith a disability, 65 years and over_E",8136.0,842.7503017391554,6287.0,781.0,1849.0
policeprct,2023,69,"DIS_AGEWith a disability, 65 years and over_E",4900.0,444.8423141329693,3956.0,433.0,944.0
policeprct,2023,94,"DIS_AGEWith a disability, 65 years and over_E",2744.0,321.885438686139,2061.0,354.0,683.0
policeprct,2023,5,ENG2_E,8696.0,578.4130236682312,17164.0,1748.0,-8468.0
policeprct,2023,6,ENG2_E,3750.0,604.7510215995796,1801.0,460.0,1949.0
policeprct,2023,9,ENG2_E,17191.0,1221.5223113132856,9624.0,1247.0,7567.0
policeprct,2023,14,ENG2_E,1671.0,155.24113272649555,2724.0,417.0,-1053.0
policeprct,2023,26,ENG2_E,9025.0,702.4135580570392,5974.0,853.0,3051.0
policeprct,2023,28,ENG2_E,5320.0,600.0132306558199,3312.0,571.0,2008.0
policeprct,2023,30,ENG2_E,10968.0,853.6304662679388,14160.0,1553.0,-3192.0
policeprct,2023,81,ENG2_E,6855.0,641.250425421545,4026.0,571.0,2829.0
policeprct,2023,90,ENG2_E,21500.0,1875.2359894202912,29167.0,2362.0,-7667.0
policeprct,2023,94,ENG2_E,11772.0,1026.7606080265634,6090.0,747.0,5682.0
policeprct,2023,100,ENG2_E,6148.0,756.1292540317037,4577.0,664.0,1571.0
policeprct,2023,103,ENG2_E,20968.0,1250.4213225510057,33260.0,2258.0,-12292.0
policeprct,2023,113,ENG2_E,23123.0,1400.2775052349302,10842.0,1153.0,12281.0
policeprct,2023,122,ENG2_E,19621.0,1133.1684136391916,22692.0,1642.0,-3071.0
policeprct,2023,5,ESR1_E,26732.0,743.9866884890304,23368.0,1607.0,3364.0
policeprct,2023,9,ESR1_E,37756.0,1447.7733022659845,42615.0,2634.0,-4859.0
policeprct,2023,90,ESR1_E,70700.0,1927.05822509374,59172.0,2158.0,11528.0
policeprct,2023,94,ESR1_E,38711.0,1055.1351862180877,49152.0,1753.0,-10441.0
policeprct,2023,1,ESR3_E,2799.0,395.18359116014136,1875.0,441.0,924.0
policeprct,2023,103,ESR3_E,5224.0,466.23747978589233,6690.0,705.0,-1466.0
policeprct,2023,5,FS1_E,4152.0,268.7637563739771,6414.0,930.0,-2262.0
policeprct,2023,6,FS1_E,1562.0,291.8279607521663,751.0,270.0,811.0
policeprct,2023,9,FS1_E,11243.0,762.1605185976362,6706.0,710.0,4537.0
policeprct,2023,17,FS1_E,3360.0,621.9101895100707,1102.0,361.0,2258.0
policeprct,2023,24,FS1_E,3569.0,470.0385861818875,5439.0,944.0,-1870.0
policeprct,2023,26,FS1_E,4721.0,502.51585070618745,2991.0,566.0,1730.0
policeprct,2023,28,FS1_E,5895.0,483.4902764467204,3909.0,559.0,1986.0
policeprct,2023,30,FS1_E,5371.0,571.7209743878196,6731.0,742.0,-1360.0
policeprct,2023,63,FS1_E,6054.0,462.85746462234647,4554.0,495.0,1500.0
policeprct,2023,69,FS1_E,4393.0,337.0458471087313,5428.0,465.0,-1035.0
policeprct,2023,76,FS1_E,2091.0,306.2620169582126,2818.0,387.0,-727.0
policeprct,2023,78,FS1_E,3851.0,442.29538771126073,1967.0,353.0,1884.0
policeprct,2023,84,FS1_E,4230.0,522.9590649952564,2684.0,388.0,1546.0
policeprct,2023,90,FS1_E,9541.0,846.4005433796148,15321.0,1113.0,-5780.0
policeprct,2023,94,FS1_E,7853.0,696.6496841056967,2624.0,515.0,5229.0
policeprct,2023,100,FS1_E,5881.0,517.6854151225691,2822.0,445.0,3059.0
policeprct,2023,101,FS1_E,6805.0,599.0108117373404,8963.0,784.0,-2158.0
policeprct,2023,121,FS1_E,6592.0,442.1720092905569,5421.0,589.0,1171.0
policeprct,2023,94,GRPIP20.0-24.9%_E,4755.0,549.1410615624585,6774.0,919.0,-2019.0
policeprct,2023,121,GRPIP20.0-24.9%_E,1367.0,221.2965004104161,726.0,226.0,641.0
policeprct,2023,78,GRPIP25.0-29.9%_E,3006.0,438.1893969008674,2210.0,341.0,796.0
policeprct,2023,121,GRPIP30.0-34.9%_E,1307.0,243.20127397963608,774.0,285.0,533.0
policeprct,2023,5,GRPIP35% or more_E,6392.0,363.8026133118417,7828.0,990.0,-1436.0
policeprct,2023,28,GRPIP35% or more_E,8263.0,591.6425732104714,6742.0,646.0,1521.0
policeprct,2023,63,GRPIP35% or more_E,6739.0,509.7939467260826,5604.0,594.0,1135.0
policeprct,2023,90,GRPIP35% or more_E,14894.0,810.8520453592143,18172.0,1113.0,-3278.0
policeprct,2023,94,GRPIP35% or more_E,12259.0,667.390664708734,9895.0,1142.0,2364.0
policeprct,2023,100,GRPIP35% or more_E,6418.0,516.9738317909995,4330.0,571.0,2088.0
policeprct,2023,101,GRPIP35% or more_E,7426.0,598.1874427634214,9003.0,819.0,-1577.0
policeprct,2023,103,GRPIP35% or more_E,9464.0,701.0778695534696,13176.0,1086.0,-3712.0
policeprct,2023,113,GRPIP35% or more_E,10273.0,767.4822954729899,7201.0,1257.0,3072.0
policeprct,2023,121,GRPIP35% or more_E,6786.0,456.1612343347684,5629.0,696.0,1157.0
policeprct,2023,17,GRPIP<15.0%_E,8623.0,884.4854218802587,6454.0,962.0,2169.0
policeprct,2023,1,HFL1_E,22484.0,1258.4153572851585,19556.0,1410.0,2928.0
policeprct,2023,6,HFL1_E,18446.0,1032.438690891425,21511.0,1072.0,-3065.0
policeprct,2023,9,HFL1_E,16539.0,799.3525153053984,18683.0,1108.0,-2144.0
policeprct,2023,13,HFL1_E,26382.0,1145.7595525916984,29161.0,1536.0,-2779.0
policeprct,2023,14,HFL1_E,8257.0,330.2224625592918,6681.0,522.0,1576.0
policeprct,2023,18,HFL1_E,19891.0,939.152369813561,17049.0,1413.0,2842.0
policeprct,2023,45,HFL1_E,27566.0,1520.257519947705,24525.0,1274.0,3041.0
policeprct,2023,81,HFL1_E,21681.0,680.3335609850074,23266.0,755.0,-1585.0
policeprct,2023,100,HFL1_E,16100.0,699.2420717150926,17623.0,530.0,-1523.0
policeprct,2023,114,HFL1_E,66969.0,1767.8719092336275,60775.0,1391.0,6194.0
policeprct,2023,121,HFL1_E,35313.0,825.3183773162048,37366.0,709.0,-2053.0
policeprct,2023,1,HFL3_E,20580.0,1236.2430356892194,25173.0,1425.0,-4593.0
policeprct,2023,5,HFL3_E,9325.0,422.1608289730989,11720.0,1104.0,-2395.0
policeprct,2023,6,HFL3_E,16884.0,1014.2479063066596,11488.0,1148.0,5396.0
